"種類","価格情報区分","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時期","取引の事情等"
"宅地(土地と建物)","成約価格情報","","28203","兵庫県","明石市","大久保町山手台","大久保(兵庫)","",27000000,"",355,"","","",145,"1969年","木造","","","東","公道",8.3,"１低住専",50,100,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","28203","兵庫県","明石市","太寺","明石",25,48000000,"",190,"","","",140,"2003年","木造","","","","","","１低住専",50,100,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","28203","兵庫県","明石市","西明石北町","西明石",10,35000000,"",135,"","","",110,"1990年","木造","","","南西","公道",7.5,"２中住専",60,200,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","28203","兵庫県","明石市","東山町","朝霧","",26000000,"",115,"","","",105,"2009年","木造","","","西","公道",6,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","28203","兵庫県","明石市","東山町","朝霧","",27000000,"",80,"","","",115,"2024年","木造","","","西","私道",4,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","28203","兵庫県","明石市","二見町","東二見",10,29000000,"",85,"","","",75,"2024年","木造","","","北東","公道",6,"準住居",60,200,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","28203","兵庫県","明石市","二見町","土山",20,4500000,"",85,"","","",65,"1971年","軽量鉄骨造","","","","","","１種住居",60,200,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","28203","兵庫県","明石市","二見町","西二見",15,26000000,"",65,"","","",60,"2024年","木造","","","北西","公道",4.9,"１種住居",60,200,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","28203","兵庫県","明石市","二見町","東二見",10,32000000,"",120,"","","",95,"2024年","木造","","","南","公道",4.2,"近隣商業",80,255,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","28203","兵庫県","明石市","二見町","土山",15,35000000,"",350,"","","",95,"2024年","木造","","","東","公道",4,"１中住専",60,160,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","28203","兵庫県","明石市","二見町","東二見",10,9500000,"",275,"","","",120,"1974年","木造","","","","","","１種住居",60,200,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","28203","兵庫県","明石市","二見町","土山",15,8500000,"",125,"","","",105,"2002年","木造","","","南西","私道",4,"１種住居",60,160,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","28203","兵庫県","明石市","松が丘北町","明石","",29000000,"",125,"","","",85,"2009年","木造","","","西","公道",6,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","28203","兵庫県","明石市","朝霧南町","朝霧",15,49000000,"",180,"","","",120,"2025年","木造","","","","","","１低住専",60,100,"2025年第1四半期",""
"宅地(土地と建物)","成約価格情報","","28203","兵庫県","明石市","朝霧台","朝霧","",3500000,"",85,"","","",70,"1969年","木造","","","","","","１低住専",50,100,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28203","兵庫県","明石市","上ノ丸","明石",20,53000000,"",175,"","","",110,"2024年","木造","","","","私道","","１低住専",50,100,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28203","兵庫県","明石市","魚住町","土山",20,23000000,"",110,"","","",100,"2013年","木造","","","北東","公道",4,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28203","兵庫県","明石市","魚住町","土山","",24000000,"",95,"","","",95,"2024年","木造","","","東","公道",4,"２種住居",60,200,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28203","兵庫県","明石市","魚住町","魚住",20,26000000,"",75,"","","",90,"2024年","木造","","","","","","１種住居",70,170,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28203","兵庫県","明石市","魚住町","土山",25,43000000,"",175,"","","",120,"2016年","鉄骨造","","","南西","",6,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28203","兵庫県","明石市","魚住町","魚住",15,33000000,"",135,"","","",100,"2017年","木造","","","南西","公道",4.7,"１中住専",60,188,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28203","兵庫県","明石市","魚住町","山陽魚住",10,28000000,"",80,"","","",80,"2024年","木造","","","北東","公道",4.7,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28203","兵庫県","明石市","魚住町","東二見",15,27000000,"",100,"","","",85,"2024年","木造","","","","","","１種住居",60,200,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28203","兵庫県","明石市","魚住町","魚住",15,25000000,"",175,"","","",115,"2005年","木造","","","北","公道",5.6,"１低住専",50,100,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28203","兵庫県","明石市","魚住町","魚住",10,27000000,"",90,"","","",95,"2025年","木造","","","","","","１中住専",60,200,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28203","兵庫県","明石市","魚住町","魚住",10,27000000,"",125,"","","",105,"2016年","木造","","","","","","１中住専",60,200,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28203","兵庫県","明石市","魚住町","魚住",15,31000000,"",115,"","","",105,"2016年","木造","","","","","","１中住専",60,200,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28203","兵庫県","明石市","魚住町","魚住",10,28000000,"",75,"","","",95,"2024年","木造","","","南東","私道",4.5,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28203","兵庫県","明石市","魚住町","土山",15,28000000,"",100,"","","",85,"2025年","木造","","","","","","１中住専",60,200,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28203","兵庫県","明石市","魚住町","","",37000000,"",140,"","","",95,"2025年","木造","","","南東","公道",4,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28203","兵庫県","明石市","魚住町","大久保(兵庫)","",30000000,"",245,"","","",100,"2025年","木造","","","","公道","","１低住専",50,100,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28203","兵庫県","明石市","魚住町","土山","",29000000,"",100,"","","",95,"2025年","木造","","","","","","１種住居",60,200,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28203","兵庫県","明石市","魚住町","魚住",5,24000000,"",135,"","","",105,"1997年","軽量鉄骨造","","","南","公道",4,"１中住専",60,160,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28203","兵庫県","明石市","魚住町","大久保(兵庫)","",19000000,"",110,"","","",95,"2003年","木造","","","南西","公道",6,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28203","兵庫県","明石市","魚住町","土山",15,8400000,"",120,"","","",100,"2007年","木造","","","北東","公道",5.7,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28203","兵庫県","明石市","魚住町","魚住",25,2000000,"",100,"","","",65,"1973年","木造","","","","",4,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28203","兵庫県","明石市","魚住町住吉","魚住",15,28000000,"",125,"","","",105,"2014年","木造","","","","","","準住居",60,200,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28203","兵庫県","明石市","大久保町高丘","大久保(兵庫)","",28000000,"",220,"","","",120,"1987年","木造","","","","","","１中住専",60,200,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28203","兵庫県","明石市","大蔵天神町","明石",15,12000000,"",45,"","","",75,"1998年","鉄骨造","","","","",3.8,"近隣商業",60,240,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28203","兵庫県","明石市","林","林崎松江海岸",10,8200000,"",65,"","","",65,"1986年","木造","","","東","私道",1.8,"１種住居",60,200,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28203","兵庫県","明石市","東山町","朝霧","",3800000,"",115,"","","",85,"1975年","木造","","","南東","私道",4,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28203","兵庫県","明石市","二見町","土山",20,19000000,"",105,"","","",90,"2001年","木造","","","西","公道",5.3,"１種住居",60,200,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28203","兵庫県","明石市","二見町","東二見",20,22000000,"",110,"","","",95,"2006年","木造","","","北西","私道",4,"１低住専",50,100,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28203","兵庫県","明石市","二見町","土山",20,7500000,"",145,"","","",115,"1996年","木造","","","","","","１種住居",60,200,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28203","兵庫県","明石市","二見町","土山",20,22000000,"",110,"","","",100,"1994年","木造","","","","",4.9,"１種住居",60,196,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28203","兵庫県","明石市","二見町","東二見",5,32000000,"",105,"","","",105,"2025年","木造","","","北西","私道",4.5,"１種住居",60,180,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28203","兵庫県","明石市","二見町","土山",20,28000000,"",100,"","","",130,"2010年","鉄骨造","","","","",5.3,"１種住居",60,200,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28203","兵庫県","明石市","二見町","土山",20,12000000,"",105,"","","",100,"1999年","木造","","","","","","１種住居",60,200,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28203","兵庫県","明石市","二見町","東二見",10,18000000,"",105,"","","",100,"2004年","木造","","","南","公道",6.1,"１種住居",60,200,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28203","兵庫県","明石市","岬町","明石",25,2200000,"",50,"","","",80,"1987年","木造","","","","","","１種住居",60,200,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28203","兵庫県","明石市","朝霧南町","大蔵谷",10,4200000,"",45,"","","",45,"1968年","木造","","","東","私道",2.2,"１低住専",60,100,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28203","兵庫県","明石市","朝霧南町","朝霧",10,40000000,"",105,"","","",105,"2023年","木造","","","","私道","","１低住専",60,100,"2025年第2四半期",""
"宅地(土地と建物)","成約価格情報","","28203","兵庫県","明石市","朝霧台","朝霧",25,18000000,"",140,"","","",125,"1998年","木造","","","北","公道",5.3,"１低住専",50,100,"2025年第3四半期",""
"宅地(土地と建物)","成約価格情報","","28203","兵庫県","明石市","朝霧台","朝霧","",30000000,"",125,"","","",115,"2001年","軽量鉄骨造","","","北西","公道",6,"１低住専",50,100,"2025年第3四半期",""
"宅地(土地と建物)","成約価格情報","","28203","兵庫県","明石市","朝霧台","朝霧","",37000000,"",120,"","","",100,"2025年","木造","","","北西","公道",6.3,"１低住専",50,100,"2025年第3四半期",""
"宅地(土地と建物)","成約価格情報","","28203","兵庫県","明石市","魚住町","魚住",5,13000000,"",60,"","","",60,"1974年","木造","","","南西","公道",5.7,"１中住専",60,200,"2025年第3四半期",""
"宅地(土地と建物)","成約価格情報","","28203","兵庫県","明石市","魚住町","山陽魚住","",25000000,"",190,"","","",90,"1997年","木造","","","南","公道",3.9,"１中住専",60,200,"2025年第3四半期",""
"宅地(土地と建物)","成約価格情報","","28203","兵庫県","明石市","魚住町","大久保(兵庫)","30分～60分",21000000,"",125,"","","",100,"2011年","木造","","","南東","公道",4.3,"１低住専",50,100,"2025年第3四半期",""
